Compound,Date,Negative,Neutral,Positive,Source,Text,Tweets Ago
0.3555,Wed Jun 20 00:39:01 +0000 2018,0.122,0.68,0.199,@CBS,There’s nothing quite like watching a contestant win a brand new car on @PriceIsRight. 👏  https://t.co/aKlFikYAMM,123
0.0,Mon Jun 18 20:27:50 +0000 2018,0.0,1.0,0.0,@CBS,Time to make your predictions for #BB20! 👏 Get to know the @CBSBigBrother Houseguests before the big premiere next… https://t.co/jlpIchJ9sk,124
0.0,Mon Jun 18 15:00:46 +0000 2018,0.0,1.0,0.0,@CBS,RT @CBSBigBrother: Meet the cast of #BB20... before anyone else! Start streaming all their live interviews beginning at 11am EST/8am PST on…,125
0.9392,Sun Jun 17 13:00:01 +0000 2018,0.0,0.507,0.493,@CBS,"Today and every day we celebrate their love, guidance, and support. Happy #FathersDay to every kind of dad! https://t.co/Wffax1khBH",126
0.3595,Fri Jun 15 18:48:29 +0000 2018,0.0,0.872,0.128,@CBS,"Casting Alert! @paulwesley, @DaniaJRamirez &amp; @JamesWolk are set to star in the upcoming CBS All Access psychologica… https://t.co/JnZMrzT92n",127
-0.296,Thu Jun 14 17:30:00 +0000 2018,0.167,0.833,0.0,@CBS,"In case you missed it, watch the entire #TonyAwards now: https://t.co/Bm0yNV3Ff3 https://t.co/h3YnFkmSQJ",128
0.1779,Thu Jun 14 16:19:32 +0000 2018,0.12,0.734,0.147,@CBS,RT @StrangeAngel: Mastermind or maniac? Explore the brilliant mind of Jack Parsons in #StrangeAngel. Now streaming on CBS All Access: https…,129
-0.5562,Tue Jun 12 00:19:23 +0000 2018,0.315,0.551,0.134,@CBS,"No pain, no gain, ALL Hart! Just one month until the premiere of @TKOCBS hosted by @KevinHart4real. https://t.co/C1yMCglxVn",130
0.5093,Mon Jun 11 22:23:06 +0000 2018,0.0,0.829,0.171,@CBS,"RT @TheNeighborhood: Welcome to #TheNeighborhood, @BethBehrs! The @2BrokeGirls star returns to @CBS in a new sitcom alongside @CedEntertain…",131
-0.296,Mon Jun 11 19:01:38 +0000 2018,0.167,0.833,0.0,@CBS,"In case you missed it, watch the entire #TonyAwards now: https://t.co/Bm0yNV3Ff3 https://t.co/3GA5otlcPa",132
0.0,Mon Jun 11 14:00:37 +0000 2018,0.0,1.0,0.0,@CBS,How do you know @SaraBareilles and @joshgroban's music? #TonyAwards https://t.co/POMXBORfUT,133
0.0,Mon Jun 11 06:19:36 +0000 2018,0.0,1.0,0.0,@CBS,Here are all the performances from the 2018 #TonyAwards: https://t.co/gN4ItpFlRd https://t.co/fSMNBXKC9r,134
0.4767,Mon Jun 11 06:04:41 +0000 2018,0.0,0.78,0.22,@CBS,See the complete list of winners from the 2018 #TonyAwards: https://t.co/9XK6CGeber https://t.co/HkUIN4Quej,135
0.8478,Mon Jun 11 03:10:33 +0000 2018,0.0,0.594,0.406,@CBS,An end to a magical evening. The Band's Visit wins for Best Musical! #TonyAwards https://t.co/ODza97n8YH,136
0.92,Mon Jun 11 03:02:06 +0000 2018,0.0,0.537,0.463,@CBS,Congratulations are in order for @TheKatrinaLenk! She just won for Best Leading Actress in a Musical. #TonyAwards https://t.co/t9bNvpiEmH,137
0.4404,Mon Jun 11 02:58:30 +0000 2018,0.088,0.737,0.175,@CBS,"RT @CBSThisMorning: Hmm... something seems off here @SaraBareilles @JoshGroban. 😂

@WaitressMusical @GreatCometBway #TonyAwards https://t.c…",138
0.4404,Mon Jun 11 02:56:40 +0000 2018,0.0,0.847,0.153,@CBS,RT @_stobin13: watching the #TonyAwards after going to 3 broadway shows this weekend makes it even better 😍🤩,139
0.836,Mon Jun 11 02:56:10 +0000 2018,0.0,0.533,0.467,@CBS,Tony Shalhoub wins Best Leading Actor in a Musical. #TonyAwards   #TheBandsVisit https://t.co/KcUDSicKI5,140
0.0,Mon Jun 11 02:53:00 +0000 2018,0.0,1.0,0.0,@CBS,The Boss looks right at home on the #TonyAwards stage! https://t.co/pwjv4iydkn,141
0.6369,Mon Jun 11 02:47:29 +0000 2018,0.0,0.682,0.318,@CBS,RT @Aatamianphoto: Springsteen is on the #TonyAwards and I love it.,142
0.7978,Mon Jun 11 02:44:50 +0000 2018,0.0,0.457,0.543,@CBS,Inspiration: Get to your YES! #OnceOnThisIsland #TonyAwards https://t.co/Wjp0QIWfXq,143
0.9523,Mon Jun 11 02:44:37 +0000 2018,0.0,0.484,0.516,@CBS,The feeling when you win a Tony. 🙌 Congratulations to Once on This Island for winning Best Revival of a Musical!… https://t.co/UpFCqgBTwh,144
0.5994,Mon Jun 11 02:33:09 +0000 2018,0.0,0.698,0.302,@CBS,What a beautiful performance by the cast of #TheBandsVisit. #TonyAwards https://t.co/4Hw96kZvrf,145
0.4215,Mon Jun 11 02:29:18 +0000 2018,0.0,0.877,0.123,@CBS,"""I'm a living example of how theatre can change you - and it didn't just change me, it saved me."" @JohnLeguizamo at… https://t.co/4ICwMhb6hv",146
0.8932,Mon Jun 11 02:23:56 +0000 2018,0.0,0.483,0.517,@CBS,Angels in America takes the win for Best Revival of a Play! #TonyAwards https://t.co/zodW61tw8a,147
0.0,Mon Jun 11 02:21:03 +0000 2018,0.0,1.0,0.0,@CBS,"RT @leahableson: The Once On This Island Goat And Chicken made it to the broadcast, Mama WILL provide #TonyAwards",148
0.0,Mon Jun 11 02:16:06 +0000 2018,0.0,1.0,0.0,@CBS,That performance was the GOAT. #TonyAwards https://t.co/mtoU92HipQ,149
0.8908,Mon Jun 11 02:11:03 +0000 2018,0.0,0.509,0.491,@CBS,Harry Potter and the Cursed Child wins Best Play at the #TonyAwards! @HPPlayNYC https://t.co/WIqJQmtAlN,150
0.0,Mon Jun 11 02:05:47 +0000 2018,0.0,1.0,0.0,@CBS,🎶 “Let's dance this last dance tonight.” 🎶 #TonyAwards #DonnaSummerMusical https://t.co/UAIaglChfv,151
0.4926,Mon Jun 11 02:03:31 +0000 2018,0.0,0.738,0.262,@CBS,Hope he brought enough birthday cake for everyone! #TonyAwards https://t.co/FlLbKV6oj8,152
0.5093,Mon Jun 11 01:58:48 +0000 2018,0.0,0.477,0.523,@CBS,@writerlindsayb You're welcome! #TonyAwards,153
0.7579,Mon Jun 11 01:53:17 +0000 2018,0.0,0.519,0.481,@CBS,RT @hjmayer8: I sure do love @DearEvanHansen 💙 #TonyAwards,154
0.6467,Mon Jun 11 01:51:16 +0000 2018,0.0,0.752,0.248,@CBS,"RT @Valerie4815: What a birthday present, the Tony audience singing happy birthday to you!! #TonyAwards",155
0.0,Mon Jun 11 01:38:23 +0000 2018,0.0,1.0,0.0,@CBS,If only this performance could go on forever. #TonyAwards @FrozenBroadway https://t.co/p2BMUvyTxr,156
0.636,Mon Jun 11 01:37:36 +0000 2018,0.0,0.724,0.276,@CBS,RT @anna_villanueva: Magnificent performance from the cast of @FrozenBroadway! #TonyAwards2018 #TonyAwards #Tonys,157
0.8834,Mon Jun 11 01:30:56 +0000 2018,0.0,0.437,0.563,@CBS,Glenda Jackson wins Best Leading Actress in a Play. #TonyAwards @threetallwomen https://t.co/GRp1gcBuiW,158
0.0,Mon Jun 11 01:29:21 +0000 2018,0.0,1.0,0.0,@CBS,.@SaraBareilles is totally a Gryffindor. #TonyAwards https://t.co/OPQ7esk2dn,159
0.7351,Mon Jun 11 01:26:03 +0000 2018,0.079,0.625,0.296,@CBS,RT @IzzyNY202: How impressive are these Marjory Stoneman Douglas students? That #TonyAwards performance reduced me to tears. Amazing.,160
0.0,Mon Jun 11 01:25:59 +0000 2018,0.0,1.0,0.0,@CBS,RT @KatLargent: MAGIC #TonyAwards,161
0.0,Mon Jun 11 01:24:46 +0000 2018,0.0,1.0,0.0,@CBS,Such a touching moment at the #TonyAwards. ❤️ https://t.co/4kJWTHVPZ8,162
0.4019,Mon Jun 11 01:24:12 +0000 2018,0.0,0.838,0.162,@CBS,.@Matt_Morrison welcomes the Marjory Stoneman Douglas High School theatre department to the stage. #TonyAwards https://t.co/5dxa9smeka,163
0.9151,Mon Jun 11 01:19:59 +0000 2018,0.0,0.543,0.457,@CBS,So many feels at the #TonyAwards. Congratulations to @arielstachel for winning Best Featured Actor in a Musical!… https://t.co/m1aRNIHPRK,164
0.6369,Mon Jun 11 01:12:31 +0000 2018,0.0,0.625,0.375,@CBS,RT @McBenefit: I love everything about you @UzoAduba. #TonyAwards,165
0.1511,Mon Jun 11 01:08:28 +0000 2018,0.0,0.898,0.102,@CBS,RT if that musical number by the cast of Carousel blew you away! #TonyAwards https://t.co/CMzMNtcAQO,166
0.1531,Mon Jun 11 01:08:24 +0000 2018,0.0,0.852,0.148,@CBS,Nathan Lane saw his #AngelsinAmerica role as a challenge. How will you challenge yourself in 2018? #TonyAwards https://t.co/3WXd6AqgBi,167
0.8834,Mon Jun 11 01:02:47 +0000 2018,0.0,0.437,0.563,@CBS,Nathan Lane wins Best Featured Actor in a Play. #TonyAwards @angelsbway https://t.co/xc8M7JtLDE,168
0.0,Mon Jun 11 00:58:06 +0000 2018,0.0,1.0,0.0,@CBS,🌟 @joshgroban and @SaraBareilles are Host Goals. 🌟 #TonyAwards https://t.co/OGQec8cXJ6,169
0.2714,Mon Jun 11 00:52:34 +0000 2018,0.0,0.793,0.207,@CBS,RT @adub369: This is unbelievable! @SaraBareilles and @joshgroban #TonyAwards,170
0.0,Mon Jun 11 00:51:11 +0000 2018,0.0,1.0,0.0,@CBS,Who lives in a pineapple and just performed at The Tonys? 🍍🎶 The cast of SpongeBob SquarePants: The Musical!… https://t.co/mvFxdh9UJi,171
0.8883,Mon Jun 11 00:50:18 +0000 2018,0.0,0.433,0.567,@CBS,✨ @LindsayMendez wins Best Featured Actress in a Musical! #TonyAwards @carouselbway https://t.co/MtgFowscN5,172
0.9134,Mon Jun 11 00:45:14 +0000 2018,0.0,0.387,0.613,@CBS,A big congratulations to @springsteen for his Special Tony award! ✨ #TonyAwards https://t.co/i16u8uv9aT,173
0.0,Mon Jun 11 00:44:36 +0000 2018,0.0,1.0,0.0,@CBS,Can the 73rd annual #TonyAwards just be three-hours of @TitussBurgess? https://t.co/3rCZwwTUtv,174
0.25,Mon Jun 11 00:35:41 +0000 2018,0.0,0.92,0.08,@CBS,"RT @CBSThisMorning: ""We know there are a lot of you out there who have photos of yourself in school plays or community theater."" Post your…",175
0.4588,Mon Jun 11 00:34:45 +0000 2018,0.0,0.85,0.15,@CBS,Keep your acceptance speeches short or else the #TonyAwards will get the angels involved. #AngelsInAmerica 👼 https://t.co/oznhezRzDc,176
0.0,Mon Jun 11 00:31:28 +0000 2018,0.0,1.0,0.0,@CBS,"If you haven't started singing, you will be the rest of the night. #TonyAwards #MyFairLady https://t.co/jbGXwnru8N",177
0.3612,Mon Jun 11 00:27:42 +0000 2018,0.0,0.737,0.263,@CBS,RT @marialena_rago: I like this opener for @MyFairLadyBway #TonyAwards,178
0.8908,Mon Jun 11 00:27:00 +0000 2018,0.0,0.43,0.57,@CBS,Laurie Metcalf wins Best Featured Actress in a Play! #TonyAwards @threetallwomen https://t.co/y4teyJaRPs,179
0.0,Mon Jun 11 00:24:31 +0000 2018,0.0,1.0,0.0,@CBS,Tina Fey has a boat?? #MeanGirls #TonyAwards https://t.co/phYxmHMd3d,180
0.0,Mon Jun 11 00:22:15 +0000 2018,0.0,1.0,0.0,@CBS,Representing the hardest-working men and women in Broadway… ensemble members from every nominated musical tonight!… https://t.co/imlEEnOUla,181
0.6369,Mon Jun 11 00:22:15 +0000 2018,0.0,0.588,0.412,@CBS,RT @misschae: I love theatre so much. #TonyAwards,182
0.0,Mon Jun 11 00:18:16 +0000 2018,0.0,1.0,0.0,@CBS,On Wednesdays they wear pink and on Sundays they perform at the #TonyAwards. 💕 Who thought that performance by the… https://t.co/w7QDkaX6kF,183
0.6369,Mon Jun 11 00:13:27 +0000 2018,0.0,0.756,0.244,@CBS,"RT @MichaelJMoritz: ""We are all made perfectly and we all belong” - Andrew Garfield #TonyAwards",184
0.8834,Mon Jun 11 00:12:31 +0000 2018,0.0,0.437,0.563,@CBS,Andrew Garfield wins Best Leading Actor in a Play. #TonyAwards @angelsbway https://t.co/s2VQnw6IPP,185
0.6696,Mon Jun 11 00:06:39 +0000 2018,0.0,0.64,0.36,@CBS,"RT @nightingalen: Love this opening song! @joshgroban
@SaraBarreilles 
#TonyAwards",186
0.3182,Mon Jun 11 00:04:15 +0000 2018,0.0,0.85,0.15,@CBS,✨ @joshgroban and @SaraBareilles take the stage to begin an unforgettable evening. #TonyAwards https://t.co/y9uzlK2DzO,187
0.0,Sun Jun 10 23:59:00 +0000 2018,0.0,1.0,0.0,@CBS,Grab your popcorn... it's time for the #TonyAwards! Go and stream the entire show now: https://t.co/Wo1algQHix https://t.co/JGYTk4NPDN,188
0.4374,Sun Jun 10 23:18:15 +0000 2018,0.0,0.855,0.145,@CBS,✨ @thegoodfight's Christine Baranski has arrived on the #TonyAwards red carpet! Watch LIVE at 8/7c on CBS! https://t.co/XnXAnPtRrc,189
0.0,Sun Jun 10 22:01:25 +0000 2018,0.0,1.0,0.0,@CBS,"The hosts have arrived! We're LIVE with @SaraBareilles, @joshgroban and more on the #TonyAwards red carpet hosted b… https://t.co/NtarbgywLe",190
0.4184,Sun Jun 10 15:00:01 +0000 2018,0.0,0.843,0.157,@CBS,Tonight's the night! Join @etnow's @DDirecto on the #TonyAwards' red carpet starting at 5PM ET! https://t.co/hZLOSiIRAT,191
0.68,Sat Jun 09 21:00:02 +0000 2018,0.0,0.763,0.237,@CBS,These two know a thing or two about awards! Watch them light up the stage tomorrow at the #TonyAwards. ✨ https://t.co/KHVZp65oLS,192
0.0,Sat Jun 09 16:00:00 +0000 2018,0.0,1.0,0.0,@CBS,Here's everything you need to know before watching the #TonyAwards this Sunday at 8/7c: https://t.co/jcRgNGmLUZ https://t.co/8suUhVPFK6,193
0.296,Fri Jun 08 19:46:17 +0000 2018,0.0,0.82,0.18,@CBS,Join @etnow's @DDirecto this Sunday on the #TonyAwards' red carpet. https://t.co/7jS8g10KmY,194
0.0,Fri Jun 08 15:00:03 +0000 2018,0.0,1.0,0.0,@CBS,Here's @laChanze with a reminder that you can stream the #TonyAwards this Sunday on CBS All Access! https://t.co/8TDEXzKmyQ,195
0.9078,Fri Jun 08 13:58:15 +0000 2018,0.0,0.564,0.436,@CBS,"We all get by with a little help from our friends, so what better way to celebrate #NationalBestFriendsDay than to… https://t.co/pIZezbBwaT",196
0.3612,Thu Jun 07 17:03:26 +0000 2018,0.0,0.872,0.128,@CBS,"Get ready for show-stopping performances by the casts of the 2018 Tony-nominated shows Mean Girls, SpongeBob Square… https://t.co/NiSx9Bbw0F",197
0.2732,Wed Jun 06 21:00:24 +0000 2018,0.105,0.719,0.176,@CBS,Don’t miss a special performance from @springsteen this Sunday at the #TonyAwards: https://t.co/LYYdleaFwU https://t.co/IKkKoITH9y,198
0.3595,Wed Jun 06 00:08:30 +0000 2018,0.0,0.872,0.128,@CBS,"RT @CBSThisMorning: .@SaraBareilles and @joshgroban are hosting this Sunday's @TheTonyAwards on @CBS! 

Wednesday, they'll join us LIVE on…",199
-0.4404,Tue Jun 05 22:23:35 +0000 2018,0.177,0.723,0.1,@CBS,"RT @SU2C: SU2C telecast Co-Executive Producer Bradley Cooper sits down with Mitch Carbon, a pediatric cancer survivor who benefited from #S…",200
0.0,Sat Jul 14 19:15:10 +0000 2018,0.0,1.0,0.0,@CNN,"In Europe, First Lady Melania Trump is the Trump sticking to the script https://t.co/odZGVA2sfq https://t.co/0ZtVvImGrw",201
-0.5106,Sat Jul 14 19:00:12 +0000 2018,0.258,0.633,0.109,@CNN,A senior National Security Council official who argued for increasing US refugee admissions and feuded with senior… https://t.co/oELKfzIiK5,202
-0.3252,Sat Jul 14 18:45:08 +0000 2018,0.127,0.873,0.0,@CNN,The British public doesn't appear amused with President Trump walking in front of Queen Elizabeth II… https://t.co/9g5x8lMe0q,203
-0.296,Sat Jul 14 18:30:17 +0000 2018,0.167,0.833,0.0,@CNN,Here's what you might have missed during a busy news week https://t.co/rv1W25n2Iw https://t.co/MXMHXycOXl,204
-0.5719,Sat Jul 14 18:15:00 +0000 2018,0.17,0.769,0.061,@CNN,Philando Castile was fatally shot by police in Minnesota in 2016 — then came the Russian trolls. An exclusive CNN i… https://t.co/snbZHI833T,205
-0.34,Sat Jul 14 18:03:36 +0000 2018,0.211,0.789,0.0,@CNN,Israelis and Palestinians exchange fire along Gaza border https://t.co/YFUZAkkv5i https://t.co/dAFsl7lqaU,206
0.6553,Sat Jul 14 18:00:04 +0000 2018,0.0,0.789,0.211,@CNN,Is it dark? And are you wearing sunglasses? You’re ready for the return of the CNN series #History of Comedy. Hear… https://t.co/spOWGQNvT1,207
0.4215,Sat Jul 14 17:45:00 +0000 2018,0.0,0.877,0.123,@CNN,"The Thai boys rescued from a cave after nearly three weeks are ""sitting up in their beds"" and ""sending thank-you me… https://t.co/m00GEVO4Nr",208
-0.3612,Sat Jul 14 17:38:39 +0000 2018,0.163,0.837,0.0,@CNN,Serena Williams' fairytale return from maternity leave fell one match short as she lost to Angelique Kerber in the… https://t.co/5max8jzFCc,209
0.0,Sat Jul 14 17:28:24 +0000 2018,0.0,1.0,0.0,@CNN,Secretary of State Mike Pompeo says President Trump should proceed with his summit with Russian President Vladimir… https://t.co/szEb8ClWru,210
-0.4215,Sat Jul 14 17:11:35 +0000 2018,0.149,0.851,0.0,@CNN,"In Scotland, @PhilBlackCNN reports ""thousands of people"" have been rallying and protesting against Trump. One prote… https://t.co/3Z1l8nN5we",211
0.5859,Sat Jul 14 16:53:47 +0000 2018,0.0,0.798,0.202,@CNN,"Germany's Angelique Kerber beats American Serena Williams 6-3, 6-3 to win her first Wimbledon championship… https://t.co/qvmrNpeovo",212
0.5859,Sat Jul 14 16:35:05 +0000 2018,0.0,0.798,0.202,@CNN,"Germany's Angelique Kerber beats American Serena Williams 6-2, 6-3 to win her first Wimbledon championship… https://t.co/tJUTOpoTjR",213
0.4215,Sat Jul 14 16:30:50 +0000 2018,0.0,0.865,0.135,@CNN,"""What happened to when we were united against a common enemy?"" CNN's @smerconish slams partisan reactions to the ""t… https://t.co/IQMCH75fBd",214
0.4939,Sat Jul 14 16:15:00 +0000 2018,0.083,0.744,0.174,@CNN,"""Probably the best course of action is to cancel this meeting."" Democratic Rep. Mike Quigley says President Trump s… https://t.co/8UVkrBidZj",215
0.0,Sat Jul 14 16:03:49 +0000 2018,0.0,1.0,0.0,@CNN,"Belgium beats England 2-0, finishing third place in the World Cup https://t.co/CgOfxgNZCd https://t.co/Rag2LuM3bW",216
0.128,Sat Jul 14 15:45:09 +0000 2018,0.115,0.705,0.181,@CNN,Novak Djokovic outlasts Rafael Nadal in Wimbledon semifinal to reach his first grand slam final in two years… https://t.co/6lUvpufaOc,217
0.0258,Sat Jul 14 15:30:06 +0000 2018,0.0,0.927,0.073,@CNN,Why Emmett Till's case matters to American history and our future https://t.co/dp49PtgYwG (via @CNNOpinion) https://t.co/4V6VYmNyfj,218
0.6597,Sat Jul 14 15:15:10 +0000 2018,0.0,0.748,0.252,@CNN,A paragliding protester hovered within surprising proximity of Trump on Friday as the President admired the view fr… https://t.co/UB9Dgswldg,219
-0.1027,Sat Jul 14 15:01:05 +0000 2018,0.217,0.583,0.2,@CNN,"Director of National Intelligence Dan Coats raises the alarm on growing cyberattack threats against the US, saying… https://t.co/sLfH84NISw",220
0.5106,Sat Jul 14 14:52:07 +0000 2018,0.0,0.732,0.268,@CNN,How Finland has survived in Russia's dark shadow https://t.co/uaqYYKM8PB https://t.co/vCromYSYn4,221
-0.4215,Sat Jul 14 14:01:48 +0000 2018,0.215,0.629,0.156,@CNN,This 12-year-old who is battling a rare bone cancer had her wish granted when she got to see the ocean and learn to… https://t.co/OqpMmp7aoA,222
0.0,Sat Jul 14 13:46:05 +0000 2018,0.0,1.0,0.0,@CNN,Newly-discovered fossils suggest giant dinosaurs evolved millions of years earlier than scientists thought https://t.co/1qJw5J5dhi,223
0.0,Sat Jul 14 13:31:00 +0000 2018,0.0,1.0,0.0,@CNN,"Meet Care-E, the automated airport assistant that scans a boarding pass, carries luggage and guides passengers to t… https://t.co/c12TfEbuCS",224
0.4404,Sat Jul 14 13:01:03 +0000 2018,0.0,0.868,0.132,@CNN,"Scientists have discovered the world's oldest color. It's bright pink -- the color of bubble gum, flamingos and cot… https://t.co/pXGHjWw5yb",225
0.7096,Sat Jul 14 12:46:07 +0000 2018,0.0,0.772,0.228,@CNN,"From the biggest street art party in Hong Kong to a community art tour, here are six Instagrammable ways to enjoy H… https://t.co/1MJl9Bgfc1",226
0.0,Sat Jul 14 12:31:02 +0000 2018,0.0,1.0,0.0,@CNN,"Stitch Fix is tapping into the children's apparel market, launching subscription boxes with sizes 2T to 14. Founder… https://t.co/VE939a8HoA",227
0.0,Sat Jul 14 12:01:05 +0000 2018,0.0,1.0,0.0,@CNN,"Archaeologists unearth a mysterious sarcophagus in Egypt 
https://t.co/Z5XE26NQuK https://t.co/QbVllJbH6F",228
-0.3412,Sat Jul 14 11:31:00 +0000 2018,0.131,0.869,0.0,@CNN,It's not always easy going green. Starbucks and Nestlé customers embraced the brands' moves to environmentally-frie… https://t.co/zVa4gcuLL8,229
-0.7964,Sat Jul 14 11:01:04 +0000 2018,0.309,0.618,0.073,@CNN,5-year-old Garrett Matthias prepared his own obituary before he died from a rare form of pediatric cancer. In words… https://t.co/kvDtKV3C0J,230
0.0,Sat Jul 14 10:31:00 +0000 2018,0.0,1.0,0.0,@CNN,Starbucks is going strawless. The coffee company announced Monday that it will phase out plastic straws from all of… https://t.co/4nPdL5wkfC,231
-0.0772,Sat Jul 14 10:16:11 +0000 2018,0.067,0.933,0.0,@CNN,Scientists at the Teopanzolco archeological site discovered an ancient temple this week that was exposed by the dev… https://t.co/NI106NMNKQ,232
-0.5267,Sat Jul 14 10:02:10 +0000 2018,0.159,0.841,0.0,@CNN,A French bulldog named Darcy was given an oxygen mask on a JetBlue flight after showing signs of distress. Darcy's… https://t.co/BfzWbTXPzn,233
0.4939,Sat Jul 14 09:46:04 +0000 2018,0.0,0.833,0.167,@CNN,"In an experiment, Australian scientists have successfully wiped out more than 80% of disease-carrying mosquitoes in… https://t.co/SKnF8K2Fiw",234
0.7351,Sat Jul 14 09:31:00 +0000 2018,0.0,0.744,0.256,@CNN,A rescue organization in the Turks and Caicos Islands finds good homes for stray potcake puppies -- and allows tour… https://t.co/iNMmocN8kl,235
0.0,Sat Jul 14 09:01:03 +0000 2018,0.0,1.0,0.0,@CNN,"The US Navy has expanded its hair rules for female sailors, now permitting braids, ponytails and lock hairstyles… https://t.co/dOUdRk9UTb",236
0.7717,Sat Jul 14 08:31:00 +0000 2018,0.0,0.642,0.358,@CNN,There is now only one Blockbuster store left in the United States https://t.co/eVtGl36DfQ https://t.co/mSVPk9Ctj8,237
0.0,Sat Jul 14 08:01:07 +0000 2018,0.0,1.0,0.0,@CNN,Shark bites Instagram model posing in the Bahamas https://t.co/w8PWXHQQA9 https://t.co/PDEQl5ItJK,238
-0.34,Sat Jul 14 07:31:00 +0000 2018,0.18,0.738,0.082,@CNN,"Build-A-Bear was forced to turn customers away after an onslaught of people came to take advantage of its ""pay your… https://t.co/mQstVtHGrj",239
-0.7964,Sat Jul 14 07:01:41 +0000 2018,0.253,0.747,0.0,@CNN,"Hawaii just became the first state in the US to ban the sale of sunscreens that can harm coral reefs. Banana Boat,… https://t.co/3gDJp7a6Pr",240
0.4215,Sat Jul 14 06:31:00 +0000 2018,0.0,0.851,0.149,@CNN,The first underwater museum in the United States has opened off the coast of northwest Florida… https://t.co/U10bURPlJy,241
-0.5423,Sat Jul 14 06:01:04 +0000 2018,0.2,0.8,0.0,@CNN,"A flight from Hong Kong to the Chinese mainland suddenly lost air pressure and dropped nearly 20,000 feet because t… https://t.co/PwqdFH1baL",242
-0.5574,Sat Jul 14 05:46:07 +0000 2018,0.175,0.825,0.0,@CNN,The world's largest water slide will be demolished after a boy died on the ride in 2016 https://t.co/qy7pPAIIpj https://t.co/5B2eS3BeUG,243
0.0,Sat Jul 14 05:31:00 +0000 2018,0.0,1.0,0.0,@CNN,"A particle called a neutrino was detected on Earth, found by sensors deep in the Antarctic ice, and traced to its s… https://t.co/2hYUZxCN18",244
0.4005,Sat Jul 14 05:16:04 +0000 2018,0.072,0.77,0.159,@CNN,Donald Trump says he's more popular than Abraham Lincoln. That's a hard claim to back up. https://t.co/OuPCv74UuU https://t.co/8Vq521unnS,245
-0.5574,Sat Jul 14 05:05:03 +0000 2018,0.159,0.841,0.0,@CNN,"Nancy Sinatra, the first wife of singer Frank Sinatra, died Friday at the age of 101, her daughter said https://t.co/Vrg3IJD89f",246
-0.5423,Sat Jul 14 05:01:07 +0000 2018,0.211,0.717,0.072,@CNN,A Florida man had a heart attack while laying sod in his front yard to avoid getting a fine from his homeowner's as… https://t.co/kR8NfiUSis,247
0.4019,Sat Jul 14 04:46:08 +0000 2018,0.0,0.87,0.13,@CNN,A jury has awarded $4.62 billion to 22 women who sued pharmaceutical giant Johnson &amp; Johnson alleging their ovarian… https://t.co/rQDYbNWZTD,248
0.1779,Sat Jul 14 04:31:00 +0000 2018,0.0,0.928,0.072,@CNN,These giant avocados are growing in Australia. Some have been known to weigh up to four pounds and are about five t… https://t.co/cgXFVEx1o5,249
0.0,Sat Jul 14 04:16:05 +0000 2018,0.0,1.0,0.0,@CNN,President Trump and Katy Perry are among the Twitter users hit hardest by the follower purge https://t.co/4V3kmwmrhL https://t.co/Uak1BlooYe,250
0.0,Sat Jul 14 04:01:08 +0000 2018,0.0,1.0,0.0,@CNN,"A rare flood of desert rain has transformed a lake in Australia from an arid, salty basin to a spectacular, watery… https://t.co/HCBw2jd5h8",251
