Compound,Date,Negative,Neutral,Positive,Source,Text,Tweets Ago
0.5574,Sat Jul 14 03:44:09 +0000 2018,0.0,0.841,0.159,@CNN,"Is there such a thing as going too far for a laugh? #HistoryOfComedy is back, and pushing boundaries further than e… https://t.co/TFgGf1hYqY",252
0.0,Sat Jul 14 03:37:14 +0000 2018,0.0,1.0,0.0,@CNN,"Meet Care-E, the automated airport assistant that scans a boarding pass, carries luggage and guides passengers to t… https://t.co/dYT6NIBJ4p",253
0.0,Sat Jul 14 03:31:04 +0000 2018,0.0,1.0,0.0,@CNN,"Tomatoes and strawberries were disappearing for weeks from hanging baskets outside this family's house, but a secur… https://t.co/uqaam0yNAA",254
0.0,Sat Jul 14 03:27:58 +0000 2018,0.0,1.0,0.0,@CNN,"Stitch Fix is tapping into the children's apparel market, launching subscription boxes with sizes 2T to 14. Founder… https://t.co/ZrRGUduQ40",255
0.0,Sat Jul 14 03:16:03 +0000 2018,0.0,1.0,0.0,@CNN,Mysterious burns on teen's face caused by brush with toxic plant https://t.co/oHEvX9UAW9 https://t.co/bU0ztER1VM,256
0.5709,Sat Jul 14 03:14:15 +0000 2018,0.0,0.81,0.19,@CNN,"RT @AC360: Hi, I'm @AndersonCooper. I am really excited about our new show on Facebook Watch called Full Circle, a program created for you,…",257
0.0,Sat Jul 14 03:01:03 +0000 2018,0.0,1.0,0.0,@CNN,Roger Stone appears to be the unnamed individual in a new Russia probe indictment made public Friday who is describ… https://t.co/zeashgdqOn,258
-0.7003,Sat Jul 14 02:51:02 +0000 2018,0.225,0.775,0.0,@CNN,The woman who was harassed by a man for wearing a Puerto Rico flag shirt wants the officer who ignored her pleas fo… https://t.co/JuErNNdBTT,259
-0.5574,Sat Jul 14 02:31:56 +0000 2018,0.187,0.813,0.0,@CNN,"RT @AC360: Anderson Cooper: The ""witch hunt,"" as the President called it, has now yielded 191 charges against 32 individuals and 3 companie…",260
0.0,Sat Jul 14 02:28:19 +0000 2018,0.0,1.0,0.0,@CNN,How will Trump deal with Putin in Helsinki? | By Michael Bociurkiw via @CNNOpinion https://t.co/8TvNaMjvxP https://t.co/5P7J59HZtl,261
0.0,Sat Jul 14 02:27:07 +0000 2018,0.0,1.0,0.0,@CNN,6 takeaways from the indictment of Russians for DNC hacking https://t.co/YjtwLqHn5F https://t.co/nAryrG6hCZ,262
0.296,Sat Jul 14 02:24:13 +0000 2018,0.0,0.82,0.18,@CNN,Apple is helping bring education to girls in Brazil https://t.co/iFGmNlvCNu https://t.co/yNYKe0uvdN,263
0.0,Sat Jul 14 02:16:03 +0000 2018,0.0,1.0,0.0,@CNN,"Despite Russia election bombshell, the Trump-Putin show will go on | Analysis by CNN's @StCollinson… https://t.co/z05mQ9M8DT",264
0.0,Sat Jul 14 02:15:12 +0000 2018,0.0,1.0,0.0,@CNN,"A Chinese spy ship is currently spying on a major US-led military exercise off the coast of Hawaii, the same exerci… https://t.co/TqPlHPG1b6",265
-0.9042,Sat Jul 14 02:07:48 +0000 2018,0.397,0.603,0.0,@CNN,At least 128 people have died in a suicide attack in Pakistan that targeted the convoy of a political candidate in… https://t.co/n2w7kqnweP,266
-0.4767,Sat Jul 14 02:06:03 +0000 2018,0.14,0.86,0.0,@CNN,Former Pakistani Prime Minister Nawaz Sharif and his daughter have been arrested and are being held in Islamabad af… https://t.co/w980YBz06B,267
0.4118,Sat Jul 14 02:01:04 +0000 2018,0.0,0.842,0.158,@CNN,"The FDA for the first time has approved a drug to treat smallpox.

The disease was eradicated in the 1980s, but the… https://t.co/80tEjE75Yi",268
-0.5994,Sat Jul 14 01:51:06 +0000 2018,0.17,0.83,0.0,@CNN,The death of a 16-year-old who was pinned and suffocated in his own minivan has prompted Cincinnati officials to im… https://t.co/l0xG9BFXxP,269
0.3818,Sat Jul 14 01:41:08 +0000 2018,0.0,0.843,0.157,@CNN,The indictment of 12 Russians has stunning implications | By Harry Litman via @CNNOpinion https://t.co/6lbXQQ2RW5 https://t.co/ufwplUdzj8,270
0.0258,Sat Jul 14 01:36:05 +0000 2018,0.11,0.776,0.114,@CNN,"RT @CuomoPrimeTime: .@ChrisCuomo: ""You can't read this indictment... and not face the reality that the United States was hacked, by Russia,…",271
0.0258,Sat Jul 14 01:31:07 +0000 2018,0.094,0.809,0.098,@CNN,The US Food and Drug Administration is advising people to avoid eating fresh crab meat from Venezuela because of po… https://t.co/3PEVpUFyFO,272
0.34,Sat Jul 14 01:21:04 +0000 2018,0.0,0.893,0.107,@CNN,Scarlett Johansson has opted to withdraw from a film in which she was set to play a transgender man after her casti… https://t.co/yd5SVHkmck,273
0.2023,Sat Jul 14 01:12:02 +0000 2018,0.0,0.917,0.083,@CNN,"RT @AC360: .@JeffreyToobin: ""Today is actually a significant moment in American history. We've only had 45 presidents... now we know one of…",274
0.5034,Sat Jul 14 01:10:08 +0000 2018,0.0,0.847,0.153,@CNN,"Seven in 10 registered voters say they're extremely or very interested in the November elections, a record high in… https://t.co/2bpEVzpV1e",275
0.5574,Sat Jul 14 01:01:03 +0000 2018,0.0,0.806,0.194,@CNN,Republicans praise ex-FBI lawyer Lisa Page's testimony one day after the heated Peter Strzok hearing… https://t.co/9CWHzrApH9,276
0.0,Sat Jul 14 01:00:20 +0000 2018,0.0,1.0,0.0,@CNN,"RT @OutFrontCNN: ""It's as if your neighbor came over, robbed your house, burned it down, and then next day you go have a meal with him at t…",277
-0.7269,Sat Jul 14 01:00:10 +0000 2018,0.225,0.775,0.0,@CNN,"RT @AC360: Journalist @carlbernstein on Russian indictments: ""This was an act of war by the Russians. An act of cyber warfare to undermine…",278
0.0,Sat Jul 14 00:54:14 +0000 2018,0.0,1.0,0.0,@CNN,Former CIA Director Michael Hayden said he anticipates many more indictments -- including those of Americans -- to… https://t.co/eO4QMTijWa,279
-0.5106,Sat Jul 14 00:43:39 +0000 2018,0.136,0.864,0.0,@CNN,RT @AC360: Former Hillary Clinton campaign manager @RobbyMook on the indictment of 12 Russians for the DNC hacking: “It’s disturbing that t…,280
0.0,Sat Jul 14 00:43:14 +0000 2018,0.0,1.0,0.0,@CNN,"RT @OutFrontCNN: ""I find the release of this indictment today as very selective, and I think it's somewhat inappropriate considering that t…",281
-0.4404,Sat Jul 14 00:39:14 +0000 2018,0.187,0.813,0.0,@CNN,Tens of thousands of protesters gathered in London to protest President Donald Trump's visit. Here's a look at the… https://t.co/OSPQapCEvh,282
0.0,Sat Jul 14 00:32:18 +0000 2018,0.0,1.0,0.0,@CNN,A 6-year-old girl whose tearful pleas to immigration officers were heard across the country in an audio recording h… https://t.co/hk9AE3rhLf,283
-0.4404,Sat Jul 14 00:21:06 +0000 2018,0.146,0.854,0.0,@CNN,"In case a shark ever attacks, here are some tips to keep you from becoming a snack https://t.co/oIDBTidb3i via… https://t.co/99huW4X7vx",284
0.0,Sat Jul 14 00:10:06 +0000 2018,0.0,1.0,0.0,@CNN,"More than 2,500 children could need to be reunited with their parents in the next two weeks after officials separat… https://t.co/QlRys106lo",285
0.0,Sat Jul 14 00:01:07 +0000 2018,0.0,1.0,0.0,@CNN,The FDA joins 22 countries' recall of a common heart drug https://t.co/iGgF80fcqM https://t.co/ClFztyulfn,286
0.7717,Fri Jul 13 23:51:39 +0000 2018,0.0,0.691,0.309,@CNN,"This video store in Bend, Oregon, will be the last remaining Blockbuster in the United States… https://t.co/JgGL330QBM",287
-0.3412,Fri Jul 13 23:43:40 +0000 2018,0.124,0.876,0.0,@CNN,It's not always easy to go green. Starbucks and Nestlé customers embraced the brands' moves to environmentally-frie… https://t.co/zBjm5S5tSp,288
0.7003,Fri Jul 13 23:41:10 +0000 2018,0.0,0.691,0.309,@CNN,The FDA has announced its approval of the first drug to treat smallpox https://t.co/0GdIkDApqe https://t.co/fXSs1FtDX7,289
-0.4019,Fri Jul 13 23:31:09 +0000 2018,0.172,0.828,0.0,@CNN,How do you rebrand Papa John's when the problem is Papa John? https://t.co/NShv8HsGrK https://t.co/6uTR0rbHJW,290
0.4466,Fri Jul 13 23:31:00 +0000 2018,0.0,0.866,0.134,@CNN,"“Whatever you do is OK with me,” President Trump said in a joint news conference with British Prime Minister Theres… https://t.co/xIfVwmwvo5",291
-0.5574,Fri Jul 13 23:21:03 +0000 2018,0.175,0.825,0.0,@CNN,The world's largest water slide will be demolished after a boy died on the ride in 2016 https://t.co/39LiOgOFqu https://t.co/MGFaFzcjLz,292
-0.7964,Fri Jul 13 23:11:58 +0000 2018,0.253,0.747,0.0,@CNN,"Hawaii just became the first state in the US to ban the sale of sunscreens that can harm coral reefs. Banana Boat,… https://t.co/DpR3IJ32Ef",293
0.0,Fri Jul 13 23:01:03 +0000 2018,0.0,1.0,0.0,@CNN,Trump asked Russians to get Clinton emails. They immediately started trying. | Analysis by CNN's Z. Byron Wolf https://t.co/JZx6oBlFJG,294
0.4466,Fri Jul 13 22:58:01 +0000 2018,0.0,0.882,0.118,@CNN,"RT @CNNMoney: “Whatever you do is OK with me,” President Trump said in a joint news conference with British Prime Minister Theresa May, aft…",295
-0.3612,Fri Jul 13 22:51:06 +0000 2018,0.122,0.878,0.0,@CNN,Democratic Rep. Steve Cohen says he regrets his remark that embattled FBI agent Peter Strzok deserves a Purple Hear… https://t.co/dzMh6pdXM3,296
-0.296,Fri Jul 13 22:41:04 +0000 2018,0.099,0.901,0.0,@CNN,WeWork is going meat-free. Staffers were told that the company will no longer serve meat at employee events or reim… https://t.co/JkGZHGiIv7,297
-0.5994,Fri Jul 13 22:31:05 +0000 2018,0.196,0.804,0.0,@CNN,Eight endangered black rhinos die in Kenya national park just weeks after the animals were moved… https://t.co/yw5IoX7vNF,298
0.4215,Fri Jul 13 22:23:55 +0000 2018,0.0,0.887,0.113,@CNN,"RT @CNNSitRoom: ""It's time for the President of the United States to stand up for America,"" Rep. Garamendi says after 12 Russian intelligen…",299
0.0,Fri Jul 13 22:21:08 +0000 2018,0.0,1.0,0.0,@CNN,"A Chinese spy ship is currently spying on a major US-led military exercise off the coast of Hawaii, the same exerci… https://t.co/pwsRFS0nkS",300
-0.6597,Sat Jul 14 19:29:13 +0000 2018,0.453,0.291,0.256,@FoxNews,'CSI' episode helps Florida police solve a fake murder https://t.co/Ykwc1Nz5UK,301
0.0,Sat Jul 14 19:21:15 +0000 2018,0.0,1.0,0.0,@FoxNews,".@wjmcgurn on Brett Kavanaugh: ""He's not the kind of guy who wants to be a celebrity judge that Anthony Kennedy enj… https://t.co/4tYIoEmAsa",302
-0.743,Sat Jul 14 19:06:57 +0000 2018,0.283,0.717,0.0,@FoxNews,OPINION: A Purple Heart for disgraced FBI agent Strzok? The very suggestion is an insult to the military https://t.co/6YoHkTbooI,303
0.0,Sat Jul 14 19:03:36 +0000 2018,0.0,1.0,0.0,@FoxNews,".@esaagar on Lisa Page testimony: ""She is willing to talk about more of the details of the origination of the Trump… https://t.co/zs6IHbe8rd",304
0.0,Sat Jul 14 19:00:32 +0000 2018,0.0,1.0,0.0,@FoxNews,".@esaagar on Lisa Page testimony: ""We are going to learn more especially if she is willing to speak publicly before… https://t.co/RJ5IpzmxrR",305
0.7845,Sat Jul 14 18:52:22 +0000 2018,0.0,0.743,0.257,@FoxNews,".@RepMarkMeadows: ""I can tell you Lisa Page is a very credible witness. She's doing her best to help us find the tr… https://t.co/b9ov1aDUnE",306
0.4574,Sat Jul 14 18:50:59 +0000 2018,0.0,0.85,0.15,@FoxNews,RT @EricShawnTV: A special 3 hour Saturday! I anchor starting at 4 pm EDT @FoxNews with @ArthelNeville. The #RussianHacking. What should @P…,307
0.25,Sat Jul 14 18:45:11 +0000 2018,0.0,0.88,0.12,@FoxNews,"Alina Polyakova: ""Putin is going to want to have an olive branch that he can extend to @POTUS to say, 'look I'm a t… https://t.co/hkwcWuI7hh",308
0.0,Sat Jul 14 18:41:52 +0000 2018,0.0,1.0,0.0,@FoxNews,"Alina Polyakova on Trump-Putin summit: ""[@POTUS] holds all the cards ahead of this meeting."" https://t.co/xdNPTqUqPM https://t.co/ZZ6sAq3RU2",309
0.0,Sat Jul 14 18:36:29 +0000 2018,0.0,1.0,0.0,@FoxNews,Fox News Poll: Robert Mueller's investigation of the Trump campaign and Russia. https://t.co/t6USAF0GQR,310
0.0,Sat Jul 14 18:35:16 +0000 2018,0.0,1.0,0.0,@FoxNews,"Whitney Boan: ""We have this indictment, and that doesn't mean that this is the last indictment."" https://t.co/JKYhIynNDL",311
-0.3182,Sat Jul 14 18:28:01 +0000 2018,0.119,0.881,0.0,@FoxNews,Serena Williams loses to Angelique Kerber in Wimbledon final; dedicates performance to 'all the moms out there' https://t.co/IF6eJoQwAY,312
0.2263,Sat Jul 14 18:10:04 +0000 2018,0.0,0.863,0.137,@FoxNews,Virtual reality developers aim to spark tech boom in the Deep South https://t.co/kGNnSFQqge,313
0.0,Sat Jul 14 18:05:39 +0000 2018,0.0,1.0,0.0,@FoxNews,".@kevincorke: ""A bit of breaking news - Fox News can confirm that @POTUS and President Vladimir Putin will conduct… https://t.co/bElJ5ZYF8Y",314
-0.2244,Sat Jul 14 18:00:00 +0000 2018,0.106,0.894,0.0,@FoxNews,TONIGHT: Don’t miss “Fox Report with Jon Scott” at 7p ET on Fox News Channel! @JonScottFNC https://t.co/cv5d2FWMxo,315
-0.6369,Sat Jul 14 17:59:50 +0000 2018,0.318,0.682,0.0,@FoxNews,Minnesota authorities investigating after teen fatally shot by deputies https://t.co/X3ti1h2Igh,316
-0.1027,Sat Jul 14 17:55:00 +0000 2018,0.085,0.915,0.0,@FoxNews,".@RepAndyBiggsAZ: ""Here's a guy with literally hundreds - maybe thousands - of text messages showing bias, and he's… https://t.co/FOAFhPkPIP",317
0.0,Sat Jul 14 17:48:00 +0000 2018,0.0,1.0,0.0,@FoxNews,"Ed Rollins on Trump/Putin summit: ""This is going to be a test of wills."" https://t.co/1yypK7TIPS",318
-0.296,Sat Jul 14 17:36:00 +0000 2018,0.196,0.804,0.0,@FoxNews,".@HeatherZuma: ""@POTUS's tax cuts are really fueling this economy."" https://t.co/Xh2Tn9TslR",319
0.0,Sat Jul 14 17:30:00 +0000 2018,0.0,1.0,0.0,@FoxNews,"In an interview on @foxandfriends, Democratic Congressman @RepTimRyan discussed his economic philosophy.… https://t.co/ThHI2JQ2uO",320
0.5994,Sat Jul 14 17:27:55 +0000 2018,0.0,0.738,0.262,@FoxNews,'Super Judgmental': @RepTimRyan Reacts to @NancyPelosi's Remark That He Is 'Inconsequential' https://t.co/OGOZgSryKu,321
0.6801,Sat Jul 14 17:23:00 +0000 2018,0.0,0.752,0.248,@FoxNews,".@RepDanKildee: ""Obviously, in retrospect, we all wish that there would've been much firmer and more bold action ag… https://t.co/JuLJHChChh",322
0.0,Sat Jul 14 17:18:00 +0000 2018,0.0,1.0,0.0,@FoxNews,".@gen_jackkeane: ""The NATO summit [was] largely successful."" https://t.co/EzYv3tZGUO",323
-0.4939,Sat Jul 14 17:16:09 +0000 2018,0.204,0.694,0.102,@FoxNews,"Woman admits to killing her father after finding his child pornography collection, including photos of herself https://t.co/1gXPSkV1WM",324
0.5267,Sat Jul 14 17:08:03 +0000 2018,0.0,0.825,0.175,@FoxNews,"'A Step in the Right Direction': @GiannoCaldwell Praises Trump DOJ After 1955 Emmett Till Case Reopened
https://t.co/LPzMLzaemb",325
0.5267,Sat Jul 14 17:00:00 +0000 2018,0.0,0.793,0.207,@FoxNews,"On ""Cavuto Live,"" @SenMikeLee slammed @HillaryClinton for her comments about Justice Brett Kavanaugh.… https://t.co/xOIYX4MvDy",326
0.128,Sat Jul 14 16:49:00 +0000 2018,0.1,0.776,0.123,@FoxNews,".@AlanDersh: ""There's no need for a special counsel to do the kind of investigation that led to this indictment.""… https://t.co/eXoogAkQj3",327
0.128,Sat Jul 14 16:47:55 +0000 2018,0.0,0.889,0.111,@FoxNews,Chris Wallace Announces Exclusive Interview With Vladimir Putin Monday After Trump Summit https://t.co/X4a3okDE8C,328
-0.0258,Sat Jul 14 16:45:03 +0000 2018,0.102,0.802,0.096,@FoxNews,"President @realDonaldTrump waves to protesters while playing golf at Turnberry golf club, in Scotland. A dozen demo… https://t.co/Q6ZyxoAApR",329
0.0,Sat Jul 14 16:36:15 +0000 2018,0.0,1.0,0.0,@FoxNews,"A newborn giraffe born at wildlife conservation center The Wilds in Cumberland, Ohio, was caught on camera attempti… https://t.co/Kc6xlMJJb1",330
-0.1027,Sat Jul 14 16:31:28 +0000 2018,0.104,0.811,0.086,@FoxNews,"JUST IN: Serena Williams loses in straight sets to Angelique Kerber in Wimbledon final, just 10 months after giving… https://t.co/f1mmnd8uOq",331
0.0,Sat Jul 14 16:30:54 +0000 2018,0.0,1.0,0.0,@FoxNews,.@RepDeSantis Blasts Strzok After House Hearing: 'Why Is He Still Getting a Paycheck?' https://t.co/6DCqTk5WIH https://t.co/cGIRNG7fUY,332
0.5574,Sat Jul 14 16:29:00 +0000 2018,0.0,0.816,0.184,@FoxNews,"In a speech yesterday, @HillaryClinton called the Supreme Court nomination of Brett Kavanaugh an obvious attempt to… https://t.co/UZIWX70jab",333
0.0,Sat Jul 14 16:22:40 +0000 2018,0.0,1.0,0.0,@FoxNews,Fox News Poll: @POTUS on Russia. https://t.co/GaVfBoFoPR,334
0.0,Sat Jul 14 16:19:02 +0000 2018,0.0,1.0,0.0,@FoxNews,"Billy Bush's wife, Sydney Davis, files for divorce after nearly 20 years of marriage: report https://t.co/QM3fisBQAk",335
0.5574,Sat Jul 14 16:16:00 +0000 2018,0.0,0.783,0.217,@FoxNews,Fox News Poll: Would you vote to confirm Supreme Court nominee Brett Kavanaugh? https://t.co/L4A8HTQMsL,336
-0.2263,Sat Jul 14 16:09:08 +0000 2018,0.128,0.872,0.0,@FoxNews,WATCH: Protesters Yell 'Shame' at Ivanka Trump as She Attends Roundtable in NY https://t.co/RLPws7eJ9q,337
0.3595,Sat Jul 14 16:01:00 +0000 2018,0.081,0.762,0.157,@FoxNews,"Ahead of the Trump-Putin summit, don’t miss a powerful @FoxNewsSunday from Helsinki! Check your local listings and… https://t.co/FCkpl3Dau3",338
0.0,Sat Jul 14 15:45:00 +0000 2018,0.0,1.0,0.0,@FoxNews,"On an all-new 'OBJECTified,' @KrisJenner sits down with @harveylevintmz to discuss her journey – and the events tha… https://t.co/29Cbi5M5s5",339
0.7845,Sat Jul 14 15:43:34 +0000 2018,0.0,0.653,0.347,@FoxNews,"Ken Starr: ""Brett Kavanaugh is truly an outstanding candidate who deserves confirmation overwhelmingly."" #Cavuto https://t.co/4QeSGxehkj",340
0.0,Sat Jul 14 15:38:11 +0000 2018,0.0,1.0,0.0,@FoxNews,"'Organized Cruelty’: @HillaryClinton Blasts Trump Administration for 'Trying to Rip the Heart Out of America'
https://t.co/18eXz2MkhV",341
0.4404,Sat Jul 14 15:25:15 +0000 2018,0.0,0.847,0.153,@FoxNews,"""I... predict we'll end up with every Republican supporting Judge Kavanaugh's confirmation. I also think we'll end… https://t.co/H3LWzYMPcj",342
0.4215,Sat Jul 14 15:20:23 +0000 2018,0.0,0.877,0.123,@FoxNews,"French Alphajets of the Patrouille de France fly over the Champs Elysees avenue, with the Arc de Triomphe in backgr… https://t.co/aS3GYNzDhI",343
0.0,Sat Jul 14 15:15:19 +0000 2018,0.0,1.0,0.0,@FoxNews,"Former Assistant Sec. of State Robert Charles: ""This president's been in office 570 days and it's a little bit odd… https://t.co/lHmCXzuvP5",344
-0.34,Sat Jul 14 15:09:18 +0000 2018,0.156,0.844,0.0,@FoxNews,"Georgia cops use coin flip to decide whether to arrest woman, video shows https://t.co/6UBiMTcDno",345
0.5423,Sat Jul 14 14:59:00 +0000 2018,0.0,0.8,0.2,@FoxNews,".@SenMikeLee: ""This judge is going to be confirmed and he's going to be Justice Kavanaugh within a matter of months… https://t.co/7GECjzWhGM",346
0.5859,Sat Jul 14 14:52:41 +0000 2018,0.0,0.743,0.257,@FoxNews,".@SenMikeLee: ""Of course I was honored to be considered"" for SCOTUS. #Cavuto https://t.co/nYULvrgJI8",347
-0.2263,Sat Jul 14 14:45:41 +0000 2018,0.178,0.685,0.137,@FoxNews,".@SenMikeLee on @HillaryClinton running for president: ""I welcome that. Look, she was a disastrous candidate for th… https://t.co/Afdu7qg5SS",348
0.0,Sat Jul 14 14:45:00 +0000 2018,0.0,1.0,0.0,@FoxNews,"Fmr. Attorney General Michael Mukasey: ""If the point is to rain on @POTUS's parade and Mr. Putin's parade, that may… https://t.co/DTKigIlJDI",349
0.128,Sat Jul 14 14:44:19 +0000 2018,0.0,0.914,0.086,@FoxNews,MONDAY: Chris Wallace will conduct an exclusive interview with Russian President Vladimir Putin following the summi… https://t.co/DEXDGMkKF9,350
-0.4767,Sat Jul 14 14:41:45 +0000 2018,0.147,0.853,0.0,@FoxNews,".@SenMikeLee: ""I think Sec. Clinton should be ashamed of those comments and I call upon her to rescind them.""… https://t.co/EtHOv2Ah3T",351
0.4404,Sat Jul 14 14:41:03 +0000 2018,0.0,0.838,0.162,@FoxNews,".@SenMikeLee: ""I... predict we'll end up with every Republican supporting Judge Kavanaugh's confirmation. I also th… https://t.co/Iy7kVy0ecQ",352
0.1419,Sat Jul 14 14:38:23 +0000 2018,0.0,0.928,0.072,@FoxNews,".@SenMikeLee on Mueller probe: ""I don't call it a witch hunt. I call it an investigation. But I also call it an inv… https://t.co/zdiiFjh7xB",353
0.0,Sat Jul 14 14:36:37 +0000 2018,0.0,1.0,0.0,@FoxNews,".@SenMikeLee: ""We've known for decades that the Russians try to meddle in U.S. elections. What changed in 2016 is t… https://t.co/8OL3LC6JU5",354
-0.5277,Sat Jul 14 14:35:26 +0000 2018,0.253,0.747,0.0,@FoxNews,".@SenMikeLee on Trump/Putin meeting: ""I don't see any good reason to cancel it."" #Cavuto https://t.co/vvjuF6jYcM",355
0.2023,Sat Jul 14 14:30:36 +0000 2018,0.095,0.776,0.129,@FoxNews,Woman wanted for grand theft goes missing after her husband dies with lethal levels of Benadryl in his system https://t.co/PmMMslo3Bd,356
-0.5267,Sat Jul 14 14:21:00 +0000 2018,0.216,0.784,0.0,@FoxNews,".@DanGeltrude: ""The substance is lower taxes, lower regulations - that has been fueling the market for awhile now.""… https://t.co/asfJvR5U8k",357
0.0,Sat Jul 14 14:14:48 +0000 2018,0.0,1.0,0.0,@FoxNews,.@POTUS in Scotland ahead of meeting with Russian President Putin; @kevincorke reports. #Cavuto https://t.co/T8g8ISYK2m,358
0.1298,Sat Jul 14 14:08:41 +0000 2018,0.088,0.803,0.108,@FoxNews,".@HillaryClinton: ""I believe with all my heart that the test of any society is how we treat the most vulnerable amo… https://t.co/BtqOWIZgFb",359
-0.872,Sat Jul 14 14:03:41 +0000 2018,0.438,0.562,0.0,@FoxNews,"Critics slam 'embarrassing' Mayor Sadiq Khan for feuding with Trump while London faces rising crime, knife deaths https://t.co/CKgbGKbJNu",360
0.128,Sat Jul 14 13:56:11 +0000 2018,0.088,0.803,0.108,@FoxNews,".@RepTimRyan: ""The country wants us to stop being divided. We need to put forth an agenda that can help people get… https://t.co/zeMwkQkJUa",361
0.0,Sat Jul 14 13:46:44 +0000 2018,0.0,1.0,0.0,@FoxNews,"This morning, President @realDonaldTrump expressed his condolences after the deadly flooding in Japan.… https://t.co/07rbp7U4Tf",362
-0.6486,Sat Jul 14 13:39:11 +0000 2018,0.323,0.677,0.0,@FoxNews,"#NancySinatraSr, first wife of Frank Sinatra, dead at 101 https://t.co/Rdit6IJCya",363
0.765,Sat Jul 14 13:34:50 +0000 2018,0.0,0.612,0.388,@FoxNews,"Thailand cave rescue boys thank rescuers, admit they are craving pork, rice and KFC https://t.co/Mp6Tga3m7E",364
0.4019,Sat Jul 14 12:55:05 +0000 2018,0.0,0.787,0.213,@FoxNews,.@AlanDersh: “The minority party doesn’t get to make foreign policy.” https://t.co/qjxJI6Gkqm,365
0.0,Sat Jul 14 12:36:10 +0000 2018,0.0,1.0,0.0,@FoxNews,Texas sheriff's deputy with 'heart of gold' to donate kidney to man in need https://t.co/RGvOexQJBO,366
0.0,Sat Jul 14 12:16:48 +0000 2018,0.0,1.0,0.0,@FoxNews,Police searching for paraglider who flew over Trump's Scotland golf resort and breached no-fly zone https://t.co/tTdvl75Knv,367
0.0,Sat Jul 14 12:05:58 +0000 2018,0.0,1.0,0.0,@FoxNews,"John McLauhglin: ""The president's America first policy is succeeding."" https://t.co/BuMD0ARJOE",368
0.296,Sat Jul 14 12:01:15 +0000 2018,0.0,0.879,0.121,@FoxNews,'Fixer Upper' star Chip Gaines shares close-up photo of 3-week-old son Crew: 'My heart is full' https://t.co/GiJ6TGlCQO,369
0.0,Sat Jul 14 11:41:46 +0000 2018,0.0,1.0,0.0,@FoxNews,.@SenateMajLdr Expects Kavanaugh Vote by October https://t.co/BiQc4KQrcz,370
-0.7271,Sat Jul 14 11:25:57 +0000 2018,0.276,0.724,0.0,@FoxNews,".@RepDeSantis: “I think Strzok’s testimony really left a lot of American frustrated because he was not honest, not… https://t.co/jLDVpY8ZD8",371
0.5574,Sat Jul 14 11:14:02 +0000 2018,0.0,0.825,0.175,@FoxNews,OPINION: I was Supreme Court nominee Kavanaugh's law clerk -- Let me tell you about the man I know https://t.co/xx1IdPQpTh,372
-0.2263,Sat Jul 14 11:05:29 +0000 2018,0.137,0.863,0.0,@FoxNews,'Cal 3' backer urges court to dismiss lawsuit opposing California break-up plan https://t.co/aeLbUxUuXq,373
